"","S.No","ApparentPower","Type","solar","SolarPercent","WindPercent","Net","peak","dsm","current"
"14381",252,0.941537113,"Individual1",TRUE,0.240167736075819,0,0.715410276139428,TRUE,0.00662580565549433,3.11047946147577
"14382",253,0.987734224,"Individual1",TRUE,0.0219739546068013,0,0.96602979699824,TRUE,0.00597016653046012,4.20012955216626
"14383",254,0.941744537,"Individual1",TRUE,0.0110803820192814,0,0.931309647765469,TRUE,0.0594514856114984,4.04917238158899
"14384",255,0.941230844,"Individual1",TRUE,0.0632326294668019,0,0.881714342798623,TRUE,0.0556113693397492,3.83354062086358
"14385",256,0.470639446,"Individual1",TRUE,0.207730683404952,0,0.372873192245092,TRUE,0.0247921808622777,1.62118779236996
"14386",257,0.446213019,"Individual1",TRUE,0.209083256497979,0,0.352917347895685,TRUE,0.0165389473550022,1.53442325172037
"14387",258,0.198812138,"Individual1",TRUE,0.0492751110345125,0,0.189015647825041,FALSE,0,0.821807164456701
"14388",259,0.81731466,"Individual1",TRUE,0.101475838012993,0,0.734376969956195,TRUE,0.0884936873568222,3.19294334763563
"14389",260,0.080209815,"Individual1",TRUE,0.365850353147835,0,0.0508650258563275,TRUE,0.0296456250594929,0.221152286331859
"14390",261,0.322591893,"Individual1",TRUE,0.169909363240004,0,0.267780509873983,FALSE,0,1.16426308640862
"14391",262,0.205192938,"Individual1",TRUE,0.150131789501756,0,0.174386955024937,FALSE,0,0.758204152282335
"14392",263,0.653206422,"Individual1",TRUE,0.0621518389321864,0,0.612608441670386,TRUE,0.0948225070955232,2.66351496378429
"14393",264,0.74596653,"Individual1",FALSE,0,0,0.74596653,FALSE,0,3.24333273913043
"14394",265,0.027250762,"Individual1",FALSE,0,0,0.027250762,TRUE,0.0568643641425297,0.118481573913043
"14395",266,0.577616892,"Individual1",FALSE,0,0,0.577616892,FALSE,0,2.51137779130435
"14396",267,0.540465292,"Individual1",FALSE,0,0,0.540465292,FALSE,0,2.34984909565217
"14397",268,0.506153057,"Individual1",FALSE,0,0,0.506153057,TRUE,0.0951384101063013,2.20066546521739
"14398",269,0.732801339,"Individual1",FALSE,0,0,0.732801339,FALSE,0,3.18609277826087
"14399",270,0.308518628,"Individual1",FALSE,0,0,0.308518628,TRUE,0.0231790991732851,1.34138533913043
"14400",271,0.544105905,"Individual1",FALSE,0,0,0.544105905,TRUE,0.0359497541328892,2.36567784782609
"14401",272,0.759431414,"Individual1",FALSE,0,0,0.759431414,TRUE,0.0245840111281723,3.30187571304348
"14402",273,0.631675143,"Individual1",FALSE,0,0,0.631675143,TRUE,0.0200409145560116,2.74641366521739
"14403",274,0.508544353,"Individual1",FALSE,0,0,0.508544353,FALSE,0,2.21106240434783
"14404",275,0.11381228,"Individual1",FALSE,0,0,0.11381228,FALSE,0,0.494836
"14405",276,0.830830479,"Individual1",TRUE,0.077284901868552,0,0.766619826961083,TRUE,0.0294506183825433,3.33312968243949
"14406",277,0.835140723,"Individual1",TRUE,0.300535702425987,0,0.584151119188649,TRUE,0.0680360771715641,2.53978747473326
"14407",278,0.490086774,"Individual1",TRUE,0.0863260185346007,0,0.447779534064113,FALSE,0,1.94686753940919
"14408",279,0.76797629,"Individual1",TRUE,0.0148839888162911,0,0.756545739488463,TRUE,0.080927212908864,3.28932930212375
"14409",280,0.259725876,"Individual1",TRUE,0.0399504658766091,0,0.24934970625359,FALSE,0,1.0841291576243
"14410",281,0.61897001,"Individual1",TRUE,0.110758651047945,0,0.550413726653267,TRUE,0.0987207276746631,2.39310315936203
"14411",282,0.962279065,"Individual1",TRUE,0.116308331210166,0,0.850357992791371,TRUE,0.0792254899861291,3.69720866431031
"14412",283,0.460784025,"Individual1",TRUE,0.006881142873317,0,0.457613304290233,FALSE,0,1.98962306213145
"14413",284,0.321359882,"Individual1",TRUE,0.0751190394163132,0,0.29721963635722,FALSE,0,1.29225928850965
"14414",285,0.961599436,"Individual1",TRUE,0.359365733340383,0,0.616033549502162,TRUE,0.067495600762777,2.67840673696592
"14415",286,0.501952595,"Individual1",TRUE,0.398297303728759,0,0.302026229811846,TRUE,0.050485992571339,1.31315752092107
"14416",287,0.528833191,"Individual1",TRUE,0.323939243331552,0,0.35752336725885,FALSE,0,1.55444942286457
"14417",288,0.173336836,"Individual1",FALSE,0,0,0.173336836,TRUE,0.0472991759423167,0.753638417391304
"14418",289,0.792669323,"Individual1",FALSE,0,0,0.792669323,TRUE,0.0799894839292392,3.44638836086957
"14419",290,0.5052191,"Individual1",FALSE,0,0,0.5052191,TRUE,0.0865600900026038,2.1966047826087
"14420",291,0.74850963,"Individual1",FALSE,0,0,0.74850963,TRUE,0.0638266203459352,3.25438969565217
"14421",292,0.696301854,"Individual1",FALSE,0,0,0.696301854,FALSE,0,3.02739936521739
"14422",293,0.074244622,"Individual1",FALSE,0,0,0.074244622,FALSE,0,0.322802704347826
"14423",294,0.043383266,"Individual1",FALSE,0,0,0.043383266,FALSE,0,0.188622895652174
"14424",295,0.899288048,"Individual1",FALSE,0,0,0.899288048,FALSE,0,3.90994803478261
"14425",296,0.238191027,"Individual1",FALSE,0,0,0.238191027,FALSE,0,1.03561316086957
"14426",297,0.060245335,"Individual1",FALSE,0,0,0.060245335,TRUE,0.0904941146494821,0.261936239130435
"14427",298,0.628281299,"Individual1",FALSE,0,0,0.628281299,TRUE,0.00814607769716531,2.73165782173913
"14428",299,0.819264376,"Individual1",FALSE,0,0,0.819264376,TRUE,0.0988660630304366,3.56201902608696
"14429",300,0.679466784,"Individual1",TRUE,0.190498303994536,0,0.550029514027378,TRUE,0.0843713086098433,2.39143266968425
"14430",301,0.133081817,"Individual1",TRUE,0.295034971926361,0,0.0938180268574958,FALSE,0,0.407904464597808
"14431",302,0.591134971,"Individual1",TRUE,0.198724081832916,0,0.473662216648698,TRUE,0.0779177229385823,2.05940094195086
"14432",303,0.459415882,"Individual1",TRUE,0.151509159523994,0,0.389810167846206,TRUE,0.0682885070331395,1.69482681672263
"14433",304,0.366915682,"Individual1",TRUE,0.230510440841317,0,0.282337786390587,TRUE,0.069841907476075,1.22755559300255
"14434",305,0.126969776,"Individual1",TRUE,0.0811500379815698,0,0.116666173855089,FALSE,0,0.507244234152559
"14435",306,0.047975487,"Individual1",TRUE,0.098871430195868,0,0.0432320819859667,TRUE,0.0574878390412778,0.187965573852029
"14436",307,0.695397205,"Individual1",TRUE,0.0222750685177743,0,0.679907184611556,FALSE,0,2.95611819396329
"14437",308,0.371734834,"Individual1",TRUE,0.311426833923906,0,0.255966631588151,TRUE,0.0516658321721479,1.11289839820935
"14438",309,0.212388368,"Individual1",TRUE,0.249735372886062,0,0.159347479720858,TRUE,0.0761655168375,0.692815129221121
"14439",310,0.200728747,"Individual1",TRUE,0.334878831822425,0,0.133508938691461,TRUE,0.0687928993022069,0.580473646484613
"14440",311,0.228290315,"Individual1",TRUE,0.373183752223849,0,0.143096078651935,FALSE,0,0.622156863704067
"14441",312,0.690042117,"Individual1",FALSE,0,0,0.690042117,TRUE,0.000416209385730326,3.0001831173913
"14442",313,0.22362457,"Individual1",FALSE,0,0,0.22362457,FALSE,0,0.972280739130435
"14443",314,0.167426932,"Individual1",FALSE,0,0,0.167426932,FALSE,0,0.727943182608696
"14444",315,0.591023909,"Individual1",FALSE,0,0,0.591023909,TRUE,0.066590762976557,2.56966916956522
"14445",316,0.505003725,"Individual1",FALSE,0,0,0.505003725,FALSE,0,2.19566836956522
"14446",317,0.382650369,"Individual1",FALSE,0,0,0.382650369,FALSE,0,1.66369725652174
"14447",318,0.582333133,"Individual1",FALSE,0,0,0.582333133,TRUE,0.0495012092869729,2.53188318695652
"14448",319,0.588244222,"Individual1",FALSE,0,0,0.588244222,TRUE,0.0471368312370032,2.55758357391304
"14449",320,0.277122481,"Individual1",FALSE,0,0,0.277122481,FALSE,0,1.20488035217391
"14450",321,0.175224223,"Individual1",FALSE,0,0,0.175224223,FALSE,0,0.761844447826087
"14451",322,0.730146817,"Individual1",FALSE,0,0,0.730146817,FALSE,0,3.17455137826087
"14452",323,0.483085405,"Individual1",FALSE,0,0,0.483085405,TRUE,0.00885319926310331,2.10037132608696
"14453",324,0.17191098,"Individual1",TRUE,0.265244501829147,0,0.126312537750939,FALSE,0,0.549184946743215
"14454",325,0.903563675,"Individual1",TRUE,0.263066157698631,0,0.665866650781695,FALSE,0,2.89507239470302
"14455",326,0.494787602,"Individual1",TRUE,0.267509160656482,0,0.362427385885747,TRUE,0.0939899245277047,1.57577124298151
"14456",327,0.374047334,"Individual1",TRUE,0.186090917512774,0,0.304440522422733,FALSE,0,1.32365444531623
"14457",328,0.963450314,"Individual1",TRUE,0.293611583020538,0,0.680570142144825,FALSE,0,2.95900061802098
"14458",329,0.014483314,"Individual1",TRUE,0.143077082745731,0,0.0124110836843896,FALSE,0,0.0539612334103896
"14459",330,0.986511756,"Individual1",TRUE,0.160529845952988,0,0.828147175778509,FALSE,0,3.60063989468917
"14460",331,0.538476059,"Individual1",TRUE,0.03106783721596,0,0.521746772454296,FALSE,0,2.26846422806216
"14461",332,0.404023236,"Individual1",TRUE,0.0698198064230382,0,0.375814411872071,FALSE,0,1.63397570379161
"14462",333,0.445736394,"Individual1",TRUE,0.00434356909245253,0,0.44380030717564,TRUE,0.0397858579643071,1.92956655293757
"14463",334,0.114840438,"Individual1",TRUE,0.148482730705291,0,0.0977886161703683,TRUE,0.0244759540306404,0.425167896392906
"14464",335,0.142564234,"Individual1",TRUE,0.391049815528095,0,0.0868145165933959,FALSE,0,0.377454419971286
"14465",336,0.130392519,"Individual1",FALSE,0,0,0.130392519,TRUE,0.0427811991656199,0.566923995652174
"14466",337,0.725139389,"Individual1",FALSE,0,0,0.725139389,TRUE,0.0375276111997664,3.15277995217391
"14467",338,0.135575177,"Individual1",FALSE,0,0,0.135575177,FALSE,0,0.589457291304348
"14468",339,0.68127055,"Individual1",FALSE,0,0,0.68127055,TRUE,0.0460896443575621,2.96204586956522
"14469",340,0.716028674,"Individual1",FALSE,0,0,0.716028674,TRUE,0.0741847716504708,3.11316814782609
"14470",341,0.401049878,"Individual1",FALSE,0,0,0.401049878,TRUE,0.0731546215480194,1.74369512173913
"14471",342,0.085096944,"Individual1",FALSE,0,0,0.085096944,TRUE,0.0518164625158533,0.369986713043478
"14472",343,0.581324626,"Individual1",FALSE,0,0,0.581324626,FALSE,0,2.52749837391304
"14473",344,0.922173915,"Individual1",FALSE,0,0,0.922173915,TRUE,0.0234725324669853,4.00945180434783
"14474",345,0.225092289,"Individual1",FALSE,0,0,0.225092289,FALSE,0,0.978662126086956
"14475",346,0.41372729,"Individual1",FALSE,0,0,0.41372729,FALSE,0,1.79881430434783
"14476",347,0.339652462,"Individual1",FALSE,0,0,0.339652462,TRUE,0.0850220259046182,1.47674983478261
"14477",348,0.237803638,"Individual1",TRUE,0.103453957475722,0,0.213201910546776,TRUE,0.0557871878612787,0.926964828464244
"14478",349,0.986591275,"Individual1",TRUE,0.320109873078763,0,0.670773667179135,TRUE,0.0955200935248286,2.91640724860493
"14479",350,0.435685497,"Individual1",TRUE,0.36976954266429,0,0.274582270028846,TRUE,0.0776224285829812,1.19383595664716
"14480",351,0.578841995,"Individual1",TRUE,0.355732214078307,0,0.372929250517146,FALSE,0,1.62143152398759
"14481",352,0.624483932,"Individual1",TRUE,0.159611388016492,0,0.524809184819483,FALSE,0,2.28177906443254
"14482",353,0.953687678,"Individual1",TRUE,0.0969008284620941,0,0.861274551907709,FALSE,0,3.74467196481613
"14483",354,0.18253696,"Individual1",TRUE,0.259757528454065,0,0.135121610418881,TRUE,0.0381703064311296,0.587485262690789
"14484",355,0.715952811,"Individual1",TRUE,0.0640562881715596,0,0.670091531421346,FALSE,0,2.91344144096237
"14485",356,0.474674108,"Individual1",TRUE,0.110398581624031,0,0.422270759743148,FALSE,0,1.83595982497021
"14486",357,0.650443527,"Individual1",TRUE,0.246888047270477,0,0.489856794759248,FALSE,0,2.12981215112717
"14487",358,0.276307596,"Individual1",TRUE,0.132268434204161,0,0.239760822918364,FALSE,0,1.04243836051463
"14488",359,0.874652215,"Individual1",TRUE,0.340446389652789,0,0.576880026201435,TRUE,0.00523140118457377,2.50817402696276
"14489",360,0.916809805,"Individual1",FALSE,0,0,0.916809805,TRUE,0.0534380003809929,3.98612958695652
"14490",361,0.13294567,"Individual1",FALSE,0,0,0.13294567,TRUE,0.00799131407402456,0.578024652173913
"14491",362,0.052412697,"Individual1",FALSE,0,0,0.052412697,FALSE,0,0.227881291304348
"14492",363,0.640614983,"Individual1",FALSE,0,0,0.640614983,TRUE,0.0680735821835697,2.78528253478261
"14493",364,0.510252918,"Individual1",FALSE,0,0,0.510252918,FALSE,0,2.21849094782609
"14494",365,0.848995054,"Individual1",FALSE,0,0,0.848995054,TRUE,0.00675430761184543,3.69128284347826
"14495",366,0.150144606,"Individual1",FALSE,0,0,0.150144606,FALSE,0,0.652802634782609
"14496",367,0.236068802,"Individual1",FALSE,0,0,0.236068802,TRUE,0.00470622407738119,1.02638609565217
"14497",368,0.175098863,"Individual1",FALSE,0,0,0.175098863,FALSE,0,0.761299404347826
"14498",369,0.721778458,"Individual1",FALSE,0,0,0.721778458,TRUE,0.0187958958791569,3.13816720869565
"14499",370,0.379195003,"Individual1",FALSE,0,0,0.379195003,TRUE,0.010820328281261,1.64867392608696
"14500",371,0.677186253,"Individual1",FALSE,0,0,0.677186253,TRUE,0.00891881678253412,2.94428805652174
"14501",372,0.016583696,"Individual1",TRUE,0.000574781186878681,0,0.0165741640035303,TRUE,0.0312178738880903,0.0720615826240447
"14502",373,0.706049995,"Individual1",TRUE,0.0904751475900412,0,0.642170017496427,FALSE,0,2.79204355433229
"14503",374,0.182054952,"Individual1",TRUE,0.00148002272471786,0,0.181785506533893,FALSE,0,0.790371767538663
"14504",375,0.786058247,"Individual1",TRUE,0.0166301221586764,0,0.772986002328555,TRUE,0.0361029895255342,3.36080870577633
"14505",376,0.536116878,"Individual1",TRUE,0.3032295582816,0,0.373550393896749,TRUE,0.0800436873920262,1.62413214737717
"14506",377,0.927159481,"Individual1",TRUE,0.326858475897461,0,0.624109546126459,TRUE,0.0857078819768503,2.71351976576721
"14507",378,0.096806309,"Individual1",TRUE,0.206668539065868,0,0.076799490546611,FALSE,0,0.333910828463526
"14508",379,0.897629144,"Individual1",TRUE,0.32746197739616,0,0.603689729537337,TRUE,0.0640488059492782,2.62473795451016
"14509",380,0.484027245,"Individual1",TRUE,0.047605418600142,0,0.460984925387901,FALSE,0,2.00428228429522
"14510",381,0.638902518,"Individual1",TRUE,0.114477071166039,0,0.565762828978753,TRUE,0.0179438242688775,2.45983838686414
"14511",382,0.520157802,"Individual1",TRUE,0.162432802654803,0,0.435667112398378,FALSE,0,1.89420483651469
"14512",383,0.069182841,"Individual1",TRUE,0.0584911500103772,0,0.0651362570689249,TRUE,0.0519366544438526,0.283201117690978
"14513",384,0.773128538,"Individual1",FALSE,0,0,0.773128538,FALSE,0,3.36142842608696
"14514",385,0.0116573,"Individual1",FALSE,0,0,0.0116573,FALSE,0,0.0506839130434783
"14515",386,0.232627318,"Individual1",FALSE,0,0,0.232627318,FALSE,0,1.01142312173913
"14516",387,0.313641197,"Individual1",FALSE,0,0,0.313641197,TRUE,0.0405286887660623,1.36365737826087
"14517",388,0.570974706,"Individual1",FALSE,0,0,0.570974706,FALSE,0,2.48249872173913
"14518",389,0.099247231,"Individual1",FALSE,0,0,0.099247231,FALSE,0,0.4315097
"14519",390,0.692750955,"Individual1",FALSE,0,0,0.692750955,FALSE,0,3.01196067391304
"14520",391,0.050690587,"Individual1",FALSE,0,0,0.050690587,FALSE,0,0.220393856521739
"14521",392,0.431427815,"Individual1",FALSE,0,0,0.431427815,FALSE,0,1.87577310869565
"14522",393,0.518868068,"Individual1",FALSE,0,0,0.518868068,FALSE,0,2.25594812173913
"14523",394,0.501009458,"Individual1",FALSE,0,0,0.501009458,FALSE,0,2.17830199130435
"14524",395,0.867384722,"Individual1",FALSE,0,0,0.867384722,TRUE,0.0693286455003545,3.77123792173913
"14525",396,0.664836868,"Individual1",TRUE,0.294274312630296,0,0.469192455658021,TRUE,0.0511433320352808,2.03996719851314
"14526",397,0.277006919,"Individual1",TRUE,0.0588831719942391,0,0.260695872944929,TRUE,0.0719471465796232,1.13346031715186
"14527",398,0.309774354,"Individual1",TRUE,0.0495376521721482,0,0.294428859799696,TRUE,0.0317360234213993,1.28012547738998
"14528",399,0.187314637,"Individual1",TRUE,0.0268158419057727,0,0.182291637307571,TRUE,0.00478971558623016,0.792572336119873
"14529",400,0.326692262,"Individual1",TRUE,0.16428837440908,0,0.273020521343995,FALSE,0,1.18704574497389
"14530",401,0.162704565,"Individual1",TRUE,0.183762112818658,0,0.132805630370359,FALSE,0,0.577415784218953
"14531",402,0.407017088,"Individual1",TRUE,0.217604190763086,0,0.318448463939012,TRUE,0.0108597732847556,1.38455853886527
"14532",403,0.987948584,"Individual1",TRUE,0.118723459914327,0,0.87065590989006,TRUE,0.00257470540236682,3.78546047778287
"14533",404,0.035944146,"Individual1",TRUE,0.136794798821211,0,0.0310271737791298,TRUE,0.00341894894372672,0.134900755561434
"14534",405,0.653089289,"Individual1",TRUE,0.247282108105719,0,0.491591992834815,TRUE,0.00153786451555789,2.13735649058615
"14535",406,0.904758626,"Individual1",TRUE,0.169482472725213,0,0.751417896846054,TRUE,0.0257500795414671,3.26703433411328
"14536",407,0.80437295,"Individual1",TRUE,0.0695622981525958,0,0.748418919026217,FALSE,0,3.25399530011399
"14537",408,0.200596872,"Individual1",FALSE,0,0,0.200596872,FALSE,0,0.872160313043478
"14538",409,0.903878541,"Individual1",FALSE,0,0,0.903878541,FALSE,0,3.9299067
"14539",410,0.399247961,"Individual1",FALSE,0,0,0.399247961,FALSE,0,1.7358607
"14540",411,0.979686453,"Individual1",FALSE,0,0,0.979686453,TRUE,0.0402761722914875,4.2595063173913
"14541",412,0.775669285,"Individual1",FALSE,0,0,0.775669285,FALSE,0,3.37247515217391
"14542",413,0.406385075,"Individual1",FALSE,0,0,0.406385075,FALSE,0,1.76689163043478
"14543",414,0.745927374,"Individual1",FALSE,0,0,0.745927374,TRUE,0.0438078523380682,3.24316249565217
"14544",415,0.88714021,"Individual1",FALSE,0,0,0.88714021,FALSE,0,3.85713134782609
"14545",416,0.696163444,"Individual1",FALSE,0,0,0.696163444,TRUE,0.0087104054633528,3.0267975826087
"14546",417,0.890760385,"Individual1",FALSE,0,0,0.890760385,TRUE,0.000526190456002951,3.87287123913043
"14547",418,0.727442423,"Individual1",FALSE,0,0,0.727442423,FALSE,0,3.16279314347826
"14548",419,0.460705008,"Individual1",FALSE,0,0,0.460705008,FALSE,0,2.00306525217391
"14549",420,0.380806218,"Individual1",TRUE,0.37519044149667,0,0.237931364943903,FALSE,0,1.03448419540827
"14550",421,0.723917635,"Individual1",TRUE,0.0708032744005322,0,0.672661896045711,FALSE,0,2.92461693932918
"14551",422,0.589120095,"Individual1",TRUE,0.254786660801619,0,0.439020153183817,TRUE,0.00925411470234394,1.90878327471225
"14552",423,0.437913912,"Individual1",TRUE,0.384330250695348,0,0.269610348418059,FALSE,0,1.17221890616548
"14553",424,0.898417586,"Individual1",TRUE,0.293901563435793,0,0.634371252856389,TRUE,0.0121127861086279,2.7581358819843
"14554",425,0.513862194,"Individual1",TRUE,0.312354655005038,0,0.353354945672998,FALSE,0,1.53632585075217
"14555",426,0.791836672,"Individual1",TRUE,0.151107195578516,0,0.672184453137855,TRUE,0.0988492298871279,2.92254110059937
"14556",427,0.736274691,"Individual1",TRUE,0.160595821309835,0,0.61803205228921,TRUE,0.0889854904962704,2.68709587951831
"14557",428,0.729436079,"Individual1",TRUE,0.275538983475417,0,0.528448003282046,FALSE,0,2.29760001426977
"14558",429,0.567059627,"Individual1",TRUE,0.27632614588365,0,0.41036622578487,TRUE,0.0869238967541605,1.78420098167335
"14559",430,0.009681468,"Individual1",TRUE,0.0547915128991008,0,0.00915100572119577,TRUE,0.0781604156829417,0.0397869813965033
"14560",431,0.914863315,"Individual1",TRUE,0.336323578376323,0,0.607173211173975,TRUE,0.0563931440701708,2.63988352684337
"14561",432,0.740315704,"Individual1",FALSE,0,0,0.740315704,TRUE,0.0493850704515353,3.21876393043478
"14562",433,0.013852361,"Individual1",FALSE,0,0,0.013852361,FALSE,0,0.0602276565217391
"14563",434,0.608051655,"Individual1",FALSE,0,0,0.608051655,FALSE,0,2.64370284782609
"14564",435,0.874633553,"Individual1",FALSE,0,0,0.874633553,TRUE,0.034292179113254,3.80275457826087
"14565",436,0.947631594,"Individual1",FALSE,0,0,0.947631594,TRUE,0.0288061927538365,4.12013736521739
"14566",437,0.39479781,"Individual1",FALSE,0,0,0.39479781,FALSE,0,1.7165122173913
"14567",438,0.862585149,"Individual1",FALSE,0,0,0.862585149,TRUE,0.0253230100497603,3.75037021304348
"14568",439,0.105724182,"Individual1",FALSE,0,0,0.105724182,FALSE,0,0.459670356521739
"14569",440,0.920849366,"Individual1",FALSE,0,0,0.920849366,TRUE,0.0300265155499801,4.00369289565217
"14570",441,0.700549184,"Individual1",FALSE,0,0,0.700549184,TRUE,0.0847459843149409,3.0458660173913
"14571",442,0.476211003,"Individual1",FALSE,0,0,0.476211003,TRUE,0.0103637700201944,2.07048262173913
"14572",443,0.871103295,"Individual1",FALSE,0,0,0.871103295,FALSE,0,3.78740563043478
"14573",444,0.606308247,"Individual1",TRUE,0.22905658679083,0,0.467429349399049,FALSE,0,2.0323015191263
"14574",445,0.223928495,"Individual1",TRUE,0.0628463155589998,0,0.209855414140578,FALSE,0,0.91241484408947
"14575",446,0.390735538,"Individual1",TRUE,0.258391343709081,0,0.289772857301289,FALSE,0,1.25988198826647
"14576",447,0.261603157,"Individual1",TRUE,0.0626599337905645,0,0.245211120502977,FALSE,0,1.06613530653468
"14577",448,0.918397331,"Individual1",TRUE,0.275234059803188,0,0.665623105076458,TRUE,0.061665159300901,2.89401350033243
"14578",449,0.074812529,"Individual1",TRUE,0.248323042877018,0,0.0562348541533948,FALSE,0,0.244499365884325
"14579",450,0.802626962,"Individual1",TRUE,0.132760937791318,0,0.696069453828284,TRUE,0.090748597541824,3.02638892968819
"14580",451,0.766451769,"Individual1",TRUE,0.150187270995229,0,0.651340469464424,TRUE,0.0295644868165255,2.83191508462793
"14581",452,0.534516242,"Individual1",TRUE,0.00803202083334327,0,0.530222996408496,TRUE,0.0802585861645639,2.30531737568911
"14582",453,0.489539512,"Individual1",TRUE,0.0135439544916153,0,0.482909211127624,TRUE,0.0438052913872525,2.09960526577228
"14583",454,0.556378383,"Individual1",TRUE,0.0203121101483703,0,0.545077164000332,FALSE,0,2.36990071304492
"14584",455,0.173696739,"Individual1",TRUE,0.109421206172556,0,0.15469063231038,FALSE,0,0.672567966566871
"14585",456,0.702609193,"Individual1",FALSE,0,0,0.702609193,TRUE,0.050188717735,3.05482257826087
"14586",457,0.504125808,"Individual1",FALSE,0,0,0.504125808,TRUE,0.000515835336409509,2.19185133913043
"14587",458,0.270502757,"Individual1",FALSE,0,0,0.270502757,TRUE,0.00341780476737767,1.17609894347826
"14588",459,0.628573765,"Individual1",FALSE,0,0,0.628573765,TRUE,0.059400032972917,2.73292941304348
"14589",460,0.402957944,"Individual1",FALSE,0,0,0.402957944,TRUE,0.0193227043608204,1.75199106086957
"14590",461,0.818920799,"Individual1",FALSE,0,0,0.818920799,TRUE,0.0199821171816438,3.56052521304348
"14591",462,0.712447891,"Individual1",FALSE,0,0,0.712447891,FALSE,0,3.09759952608696
"14592",463,0.593933831,"Individual1",FALSE,0,0,0.593933831,TRUE,0.00727703983429819,2.58232100434783
"14593",464,0.149767227,"Individual1",FALSE,0,0,0.149767227,FALSE,0,0.651161856521739
"14594",465,0.929722012,"Individual1",FALSE,0,0,0.929722012,TRUE,0.0884088860359043,4.0422696173913
"14595",466,0.244680659,"Individual1",FALSE,0,0,0.244680659,FALSE,0,1.06382895217391
"14596",467,0.534723797,"Individual1",FALSE,0,0,0.534723797,TRUE,0.0169128323439509,2.32488607391304
"14597",468,0.890496303,"Individual1",TRUE,0.160983585752547,0,0.747141015043674,TRUE,0.0910936691099778,3.24843919584206
"14598",469,0.584138126,"Individual1",TRUE,0.192518581543118,0,0.471680682557225,TRUE,0.0653539950959384,2.05078557633576
"14599",470,0.570471051,"Individual1",TRUE,0.00572580043226481,0,0.56720464760959,FALSE,0,2.46610716351995
"14600",471,0.842592955,"Individual1",TRUE,0.128814664203674,0,0.734054626441294,TRUE,0.0236817935947329,3.19154185409258
"14601",472,0.0136312,"Individual1",TRUE,0.117450687289238,0,0.0120302061914229,FALSE,0,0.0523052443105345
"14602",473,0.952155592,"Individual1",TRUE,0.0172131425701082,0,0.935766002045978,TRUE,0.0594910109881312,4.06854783498251
"14603",474,0.078888337,"Individual1",TRUE,0.352884206455201,0,0.0510498887991845,FALSE,0,0.221956038257324
"14604",475,0.529304859,"Individual1",TRUE,0.358125544060022,0,0.339747268397012,FALSE,0,1.47716203650875
"14605",476,0.77206251,"Individual1",TRUE,0.386316001880914,0,0.473802407934657,FALSE,0,2.06001046928112
"14606",477,0.917447345,"Individual1",TRUE,0.146531920414418,0,0.783012023658041,FALSE,0,3.40440010286105
"14607",478,0.978847825,"Individual1",TRUE,0.170490013249218,0,0.811964046346781,TRUE,0.0694867000216618,3.53027846237731
"14608",479,0.963771968,"Individual1",TRUE,0.204080776683986,0,0.767084636224306,TRUE,0.0934572183992714,3.33515059227959
"14609",480,0.35543727,"Individual1",FALSE,0,0,0.35543727,FALSE,0,1.54537943478261
"14610",481,0.330867504,"Individual1",FALSE,0,0,0.330867504,FALSE,0,1.43855436521739
"14611",482,0.013770927,"Individual1",FALSE,0,0,0.013770927,TRUE,0.0421399499289691,0.0598735956521739
"14612",483,0.806098439,"Individual1",FALSE,0,0,0.806098439,FALSE,0,3.50477582173913
"14613",484,0.650926462,"Individual1",FALSE,0,0,0.650926462,TRUE,0.0995717321289703,2.83011505217391
"14614",485,0.321923242,"Individual1",FALSE,0,0,0.321923242,FALSE,0,1.39966626956522
"14615",486,0.29213609,"Individual1",FALSE,0,0,0.29213609,FALSE,0,1.27015691304348
"14616",487,0.649449059,"Individual1",FALSE,0,0,0.649449059,FALSE,0,2.82369156086957
"14617",488,0.622517508,"Individual1",FALSE,0,0,0.622517508,TRUE,0.0647070237901062,2.70659786086957
"14618",489,0.1004102,"Individual1",FALSE,0,0,0.1004102,TRUE,0.0919312716228887,0.436566086956522
"14619",490,0.945690927,"Individual1",FALSE,0,0,0.945690927,TRUE,0.00423862284515053,4.1116996826087
"14620",491,0.556102089,"Individual1",FALSE,0,0,0.556102089,TRUE,0.0178639450808987,2.41783516956522
"14621",492,0.851534705,"Individual1",TRUE,0.229816369060427,0,0.655838090967958,TRUE,0.0424452752806246,2.85146996073025
"14622",493,0.61019022,"Individual1",TRUE,0.199111828673631,0,0.488694129457035,FALSE,0,2.1247570845958
"14623",494,0.848064258,"Individual1",TRUE,0.330519877560437,0,0.567762163282457,TRUE,0.0133916069054976,2.46853114470634
"14624",495,0.73742645,"Individual1",TRUE,0.196536090970039,0,0.592495538139087,TRUE,0.0769434807123616,2.57606755712646
"14625",496,0.479216449,"Individual1",TRUE,0.0151019169017673,0,0.471979362009242,FALSE,0,2.05208418264888
"14626",497,0.953086918,"Individual1",TRUE,0.0438270898535848,0,0.911315892006538,TRUE,0.0781168348621577,3.96224300872408
"14627",498,0.20198738,"Individual1",TRUE,0.24374713851139,0,0.152753534109587,FALSE,0,0.664145800476467
"14628",499,0.30550173,"Individual1",TRUE,0.323832076042891,0,0.206570470539405,FALSE,0,0.89813248060611
"14629",500,0.330768779,"Individual1",TRUE,0.0513862050138414,0,0.313771826710128,FALSE,0,1.3642253335223
